dn	ft	fn	ch_id1	ch_id2	ch_id3	ch_id4	ch_id5	ch_id6	ch_id7	ch_id8	ch_id9	cl_lo	cl_hi	lang	key1	key2	key3	key4	ft	filetype	url	
Road to China Houses	image		2EN04.03									2	8	both	Social Studies	Transportation	Road		image	image	https://looma.website/image?fn=Road_to_China_Houses.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Saturn	image		5S08									4	10	both						image	https://looma.website/image?fn=Saturn.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Seahorse	image		5S04									4	10	both						image	https://looma.website/image?fn=Seahorse.jpg&fp=..%2Fcontent%2Fpictures%2F	 
singer	image		5SS02.06									5	9	both	Social Studies	Arts	Music	Performers	image	image	https://looma.website/image?fn=singer.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Smart Phone	image		5N02									4	10	both					image	image	https://looma.website/image?fn=Smart_Phone.jpg&fp=..%2Fcontent%2Fpictures%2FTechnology%2F	 
smoker	image		4H04									3	10	both	Science	Medicine	Disease & Injury	Smoking		image	https://looma.website/image?fn=smoker.jpg&fp=../content/dictionary%20images/	 
Smoking Damages Body	image		4H04									4	8	en						image	https://looma.website/image?fn=Smoking_Damages_Body.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Snake	image		5S04									4	10	both						image	https://looma.website/image?fn=Snake.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Solar System Diagram	image		5S08									4	10	both						image	https://looma.website/image?fn=Solar%20System%20Diagram.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Solid Objects	image		5M02									4	6	both						image	https://looma.website/image?fn=Solid_Objects.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Solid Shapes	image		5M02									4	6	both						image	https://looma.website/image?fn=Solid_Shapes.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Speaker	image		5S07									1	8	both	Science	IT	Hardware	Other Hardware		image	https://looma.website/image?fn=speaker.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
sun	image		5S07									1	10	both	Science	Astronomy	Solar System	Sun		image	https://looma.website/image?fn=sun.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Swayambhu prayer flags	image		5SS05.02									3	8	both	Social Studies	Community	Everyday Life	Religious Sites	image	image	https://looma.website/image?fn=Swayambu%20prayer%20flags.jpg&fp=..%2Fcontent%2Fpictures%2FNepalese%20People%2F	 
thief	image		5SS04.03									4	7	both	Social Studies	Issues	Other Issues		image	image	https://looma.website/image?fn=thief.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
thought	image		5S02									3	8	both	Social Studies	Community	Psychology	Self		image	https://looma.website/image?fn=thought.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
tobacco	image		5SS04.02											both					image	image	https://looma.website/image?fn=tobacco.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Garbage on Roads of City Hotels	image		4H02	5H02										both						image	https://looma.website/image?fn=Trash_Disposal_Hotels_Dispose_Garbage_On_Roads.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Uranus	image		5S08									4	10	both						image	https://looma.website/image?fn=Uranus.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Vendors	image		2EN04.03									2	8	both	Social Studies	Economy	Business	Other Business	image	image	https://looma.website/image?fn=Vendors.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Venus	image		5S08									4	10	both						image	https://looma.website/image?fn=Venus.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Village Near Koshidekha	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Village_Near_Koshidekha%20.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Red Cross Bread Line	image		5SS04.04											both					image	image	https://looma.website/image?fn=What_Business_Can_Learn_From_The_Red_Cross_Bread_Line.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Wheat	image		4H03									3	10	both						image	https://looma.website/image?fn=Wheat_Closeup.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Windmill	image		5S03	4S07										both						image	https://looma.website/image?fn=Windmills.jpg&fp=..%2Fcontent%2Fpictures%2F	 
2M Place Value	lesson		2M04.01											en						lesson	https://looma.website/lesson?id=592f1098020614abbf2c0266&db=looma&lang=en	 
3M Angles	lesson		3M04.02											en						lesson	https://looma.website/lesson?id=592f22be020614abbf2c0278&db=looma&lang=en	 
1M03 Numbers 1-5	lesson		1M04											en						lesson	https://looma.website/lesson?id=5c9efdfb6293f7be62b29969&db=looma&lang=en	 
1M Count 6-10	lesson		1M04											en						lesson	https://looma.website/lesson?id=5c9f05a76293f7be62b29971&db=looma&lang=en	 
3M12 Multiplication	lesson		3M05.03											en						lesson	https://looma.website/lesson?id=5ca64f926293f7be62b29a03&db=looma&lang=en	 
3M Line Segment	lesson		3M04.01											en						lesson	https://looma.website/lesson?id=5d017c5e5c9304f25c30e048&db=looma&lang=en	 
1M Straight and Curved Lines	lesson		1M02											en						lesson	https://looma.website/lesson?id=5d03f3335c9304f25c30e22d&db=looma&lang=en	 
1M part 2 Addition & Subtraction	lesson		1M07	1M08										en						lesson	https://looma.website/lesson?id=5d1501045c9304f25c30ec76&db=looma&lang=en	 
2EN Numbers of Things	lesson		2M03.01	2EN06.06										en						lesson	https://looma.website/lesson?id=5d150e345c9304f25c30ecdc&db=looma&lang=en	 
1M Zero 	lesson		1M05											en						lesson	https://looma.website/lesson?id=5d150e775c9304f25c30ece0&db=looma&lang=en	 
1M Number 10	lesson		1M06											en						lesson	https://looma.website/lesson?id=5d16513b5c9304f25c30ef26&db=looma&lang=en	 
1M Addition and Subtraction up to 19	lesson		1M10											en						lesson	https://looma.website/lesson?id=5d1b991c5c9304f25c30f0dc&db=looma&lang=en	 
1M Time	lesson		1M19											en						lesson	https://looma.website/lesson?id=5d1ba1605c9304f25c30f10b&db=looma&lang=en	 
2M04.01 Lesson 4 Comparison of Numbers	lesson		2M04.01											en						lesson	https://looma.website/lesson?id=5d1bb9d05c9304f25c30f13a&db=looma&lang=en	 
3M03-04 Triangle and Quadrilateral	lesson		3M04.03											en						lesson	https://looma.website/lesson?id=5d1cec705c9304f25c30f1c2&db=looma&lang=en	 
2M06.03 Lesson 11 Multiplication	lesson		2M06.03											en						lesson	https://looma.website/lesson?id=5d1cf25c5c9304f25c30f1de&db=looma&lang=en	 
3M Division	lesson		3M05.04											en						lesson	https://looma.website/lesson?id=5d1cfd455c9304f25c30f214&db=looma&lang=en	 
2M06.04 Lesson 16 Fraction	lesson		2M06.04											en						lesson	https://looma.website/lesson?id=5d24dc645c9304f25c30f3b9&db=looma&lang=en	 
1M Problems of Multiplication	lesson		2M06.03	3M05.01										en						lesson	https://looma.website/lesson?id=5d27a8f25c9304f25c310fea&db=looma&lang=en	 
2M09.02 Lesson 17 Division	lesson		2M09.02											en						lesson	https://looma.website/lesson?id=5d28c24f5c9304f25c311061&db=looma&lang=en	 
2M04.03 Lesson 6 Weight	lesson		2M04.03											en						lesson	https://looma.website/lesson?id=5d28d4e45c9304f25c3110bf&db=looma&lang=en	 
3M17 Distance	lesson		3M07.03											en						lesson	https://looma.website/lesson?id=5d2cd2c55c9304f25c311175&db=looma&lang=en	 
3M06 Numbers of Five Digits	lesson		3M02.01											en						lesson	https://looma.website/lesson?id=5d2ced485c9304f25c3111db&db=looma&lang=en	 
3M09 Six Digit Numbers	lesson		3M02.02											en						lesson	https://looma.website/lesson?id=5d2e09245c9304f25c311248&db=looma&lang=en	 
3M05 & 3M08 Four Digits	lesson		3M02.01	3M05.02										en						lesson	https://looma.website/lesson?id=5d2e20f45c9304f25c311301&db=looma&lang=en	 
3M18 Area	lesson		3M08.01											en						lesson	https://looma.website/lesson?id=5d2e35f65c9304f25c311345&db=looma&lang=en	 
3M16 Money	lesson		3M07.01											en						lesson	https://looma.website/lesson?id=5d2f59fd5c9304f25c3113b6&db=looma&lang=en	 
3M25 Bar Graph	lesson		5M14											en						lesson	https://looma.website/lesson?id=5d2f89db5c9304f25c31147a&db=looma&lang=en	 
3M15 Time	lesson		3M01.01											en						lesson	https://looma.website/lesson?id=5d30d7605c9304f25c3115ca&db=looma&lang=en	 
2M Capacity	lesson		2M01.01											en						lesson	https://looma.website/lesson?id=5d376bca5c9304f25c3117d2&db=looma&lang=en	 
3M07 Addition up to Four Digit Numbers	lesson		3M05.01											en						lesson	https://looma.website/lesson?id=6043ccd85c9304f25c314202&db=looma&lang=en	 
3M Triangle and Quadrilateral	lesson		3M04.03											en						lesson	https://looma.website/lesson?id=62941a4f1b6c0334a9eb91de&db=looma&lang=en	 
Bagh Chal	looma		4H08									4	10	both	Social Studies	Community	Everyday Life	Games		game	https://looma.website/looma-bagh-chal.php	 
Clock Game 2	looma		5M08									3	8	both	Mathematics	Measurement	Date & Time			clock	https://looma.website/looma-clock-doubleclock.php?	 
Clock Game 1	looma		5M08									3	8	both	Mathematics	Measurement	Date & Time			clock	https://looma.website/looma-clock-singleclock.php?	 
Nepal Map	map		5SS07.06	5SS05.01										both					Other	map	https://looma.website/map?id=5fbf07a14f842b413188dffb	 
A Fox’s Wedding (Nepali)	pdf		3EN06.02											 np					pdf	pdf	https://looma.website/pdf?fn=A_Foxs_Wedding_Nepali.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FLets%20Read%20Stories%2FA%20Fox%20Wedding%2F&lang=ne&zoom=1.5&len=100&page=1	 
A Fox’s Wedding	pdf		3EN06.02											en					pdf	pdf	https://looma.website/pdf?fn=A_Foxs_Wedding.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FLets%20Read%20Stories%2FA%20Fox%20Wedding%2F&lang=en&zoom=1.5&len=100&page=1	 
Safety and First Aid	pdf		5H05									5	10	both						pdf	https://looma.website/pdf?fn=en_cgeh_2012_appa.pdf&fp=..%2Fcontent%2Fhealth%2FHesperian%20Health%20Guides%2Fcgeh%2Fen_cgeh%2F&lang=en&zoom=2.3&len=100&page=1	 
Burns and Burn Deformities	pdf		4H05									4	7	en						pdf	https://looma.website/pdf?fn=en_dvc_2018_28.pdf&fp=..%2Fcontent%2Fhealth%2FHesperian%20Health%20Guides%2Fdvc%2Fen_dvc%2F&lang=en&zoom=2.3&len=100&page=1	 
Safety	pdf		4H05									4	7	both						pdf	https://looma.website/pdf?fn=en_hcwb_2000_09.pdf&fp=..%2Fcontent%2Fhealth%2FHesperian%20Health%20Guides%2Fhcwb%2Fen_hcwb%2F&lang=en&zoom=2.3&len=100&page=1	 
First Aid	pdf		5H05									5	10	en						pdf	https://looma.website/pdf?fn=en_wtnd_2017_10.pdf&fp=..%2Fcontent%2Fhealth%2FHesperian%20Health%20Guides%2Fwtnd%2Fen_wtnd%2F&lang=en&zoom=2.3&len=100&page=1	 
Short Term Effects of Alcohol	pdf		5H04											en						pdf	https://looma.website/pdf?fn=HPA_Alcohol_Short_Term_Body_Effects_Graphic_Poster_AL1063.pdf&fp=..%2Fcontent%2Fpdfs%2F&lang=en&zoom=2.3&len=100&page=1	 
Meena Health	pdf		4H01									2	4	en						pdf	https://looma.website/pdf?fn=Meena_Health.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FMeena%2F&lang=null&zoom=2.3&len=999&page=1	 
Meena Prevents Worms	pdf		4H04									3	5	en						pdf	https://looma.website/pdf?fn=Meena_Prevents_Worms.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FMeena%2F&lang=null&zoom=2.3&len=999&page=1	 
Meena's Three Wishes	pdf		4H01									2	4	en						pdf	https://looma.website/pdf?fn=Meenas_Three_Wishes.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FMeena%2F&lang=en&zoom=2.3&len=100&page=1	 
Number Play Guide	pdf		1M04	2M03.01	1M09	1M13								en	Mathematics	Numbers 	Digits		pdf	pdf	https://looma.website/pdf?fn=number_play_html_guide.pdf&fp=..%2Fcontent%2FPhET%2F&lang=en&zoom=2.3&len=100&page=1	 
Past Tense Puzzle	pdf		4EN04	6EN16	6EN17							3	5	en						pdf	https://looma.website/pdf?fn=Past_Tense_Puzzle.pdf&fp=..%2Fcontent%2Fpdfs%2F&lang=en&zoom=1.5&len=100&page=1	 
Past Tense Survey	pdf		4EN04	4EN10								3	5	en						pdf	https://looma.website/pdf?fn=Past_Tense_Survey.pdf&fp=..%2Fcontent%2Fpdfs%2F&lang=en&zoom=2.3&len=100&page=1	 
Samir is Hungry (Nepali)	pdf		3EN02.03	does not load										 np					pdf	pdf	https://looma.website/pdf?fn=Samir_is_Hungry_Nepali.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FLets%20Read%20Stories%2FSamir%20is%20Hungry%2F&lang=ne&zoom=1.5&len=100&page=1	 
Samir is Hungry	pdf		3EN02.03											en					pdf	pdf	https://looma.website/pdf?fn=Samir_is_Hungry.pdf&fp=..%2Fcontent%2FChildrens%20Stories%2FLets%20Read%20Stories%2FSamir%20is%20Hungry%2F&lang=en&zoom=1.5&len=100&page=1	 
Subtracting decimals (old)	video		5M06									4	7	en						video	https://looma.website/video?fn=0mOH-qNGM7M.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Subtracting%20decimals%20(old)	 
Combining like terms 2	video		5M15									5	7	en	Mathematics	Algebra	Variable			video	https://looma.website/video?fn=1DgDt6gCUKs.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Falgebra%2Fvideos%2F&dn=Combining%20Like%20Terms%202	 
5 minute yoga	video		4H09	5H09								4	10	en						video	https://looma.website/video?fn=5_minute_yoga.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=5%20minute%20yoga	 
Converting decimals to percents (ex 1)	video		5M07									4	7	en						video	https://looma.website/video?fn=5z568fLBQyQ.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Converting%20decimals%20to%20percents%20(ex%201)	 
A Cartoon Cat	video		1EN02.19											en					video	video	https://looma.website/video?fn=A_Cartoon_Cat.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=A%20Cartoon%20Cat	 
A Day On Earth 	video		5S08									4	10	en						video	https://looma.website/video?fn=A_Day_On_Earth.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=A%20Day%20On%20Earth	 
ABCs of Disease	video		4H04									4	6	en						video	https://looma.website/video?fn=ABCs_Of_Disease.mp4&fp=../content/videos/&dn=ABCs%20Of%20Disease	 
About Printmaking	video		4H11	5H11								4	10	en						video	https://looma.website/video?fn=About_Printmaking.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=About%20Printmaking	 
Adding To 10	video		1M07						                                                                                                                                       			1	3	en					video	video	https://looma.website/video?fn=Adding_To_10.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Adding%20To%2010	 
African American Dance	video		5H13											en						video	https://looma.website/video?fn=African_American_Dance.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=African%20American%20Dance	 
Percent word problems	video		5M07									4	7	en	Mathematics	Arithmetic	Percent			video	https://looma.website/video?fn=AjYil74WrVo.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Falgebra%2Fvideos%2F&dn=Percent%20word%20problems	 
Acute right and obtuse angles	video		5M01									4	8	en	Mathematics	Geometry	Shapes 	Angles		video	https://looma.website/video?fn=ALhv3Rlydig.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Fgeometry%2Fvideos%2F&dn=Acute%20right%20and%20obtuse%20angles	 
Alphabet Of Nations	video		1EN02.15	1EN02.72										en					video	video	https://looma.website/video?fn=Alphabet_Of_Nations.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Alphabet%20Of%20Nations	 
America’s Energy Sources	video		5S03											en						video	https://looma.website/video?fn=Americas_Energy_Sources.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=America%27s%20Energy%20Sources	 
Introduction to Local Games in Nepal	video		4H08	5H08								4	9	en						video	https://looma.website/video?fn=An_Introduction_To_Nepali_Games.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Introduction%20to%20Local%20Games%20in%20Nepal	 
Angle Finding Using Protractor	video		5M01									5	8	 np						video	https://looma.website/video?fn=Angle_Finding_Using_Protractor.mp4&fp=..%2Fcontent%2Fvideos%2Fmathlessons%2F&dn=Angle%20Finding%20Using%20Protractor	 
Attention	video		4H06	5H06								2	4	both						video	https://looma.website/video?fn=Attention.mov&fp=../content/videos/&dn=Attention	 
Baa Baa Black Sheep	video		1EN02.17	1EN02.18										en					video	video	https://looma.website/video?fn=Baa%20Baa%20Black%20Sheep.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Baa%20Baa%20Black%20Sheep	 
Bar Graphs	video		5M14											en						video	https://looma.website/video?fn=Bar_Graphs.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Bar%20Graphs	 
Basketball Workout	video		5H08											en						video	https://looma.website/video?fn=Basketball_workout.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Basketball%20workout	 
Be Careful	video		4H05											both						video	https://looma.website/video?fn=Be_Careful.mp4&fp=../content/videos/&dn=Be%20Careful	 
Be SAFE Around Strange Dogs	video		5H05											en						video	https://looma.website/video?fn=Be_SAFE_Around_Strange_Dogs.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Be%20SAFE%20Around%20Strange%20Dogs	 
Bhanubhakta Acharya Biography	video		5SS02.08	5N05										 np					video	video	https://looma.website/video?fn=Bhanubhakta_Acharya.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Bhanubhakta%20Acharya	 
Biodegradable & Non-Biodegradable Waste	video		4H02											en						video	https://looma.website/video?fn=Biodegradable_And_Non_Biodegradable_Waste_Science_Grade_3_4_Tutway.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Biodegradable%20%26%20Non-Biodegradable%20Waste	 
Birds Can Dance	video		5S04											both						video	https://looma.website/video?fn=BIRDS_can_DANCE.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Birds%20Can%20Dance	 
Blue Star Mosaic	video		5H11									5	8	en						video	https://looma.website/video?fn=Blue_Star_MOSAIC.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Blue%20Star%20Mosaic	 
Adding decimals word problem	video		5M06									4	7	en						video	https://looma.website/video?fn=c4fUaD4g4mc.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Adding%20decimals%20word%20problem	 
Calculate Percent	video		5M07									4	7	en						video	https://looma.website/video?fn=Calculate_Percent.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Calculate%20Percent	 
The Caste System in Nepal	video		5SS04.01									5	9	both					video	video	https://looma.website/video?fn=Caste_System_In_Nepal_Discrimination_Free_Society_Fully_Explained.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=The%20Caste%20System%20in%20Nepal	 
Children Discuss Water	video		5H02									4	8	en						video	https://looma.website/video?fn=Children_Discuss_Water.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Children%20Discuss%20Water	 
Combine Like Terms	video		5M15									5	7	en	Mathematics	Algebra	Variable			video	https://looma.website/video?fn=CLWpkv6ccpA.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Falgebra%2Fvideos%2F&dn=Combining%20like%20terms	 
Introduction to Order of Operations	video		5M04									4	6	en						video	https://looma.website/video?fn=ClYdw4d4OmA.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Introduction%20to%20Order%20of%20Operations	 
Communicable/Non-Communicable Diseases	video		4H04	5H04										en						video	https://looma.website/video?fn=Communicable_And_Non_Communicable_Diseases_Cartoon.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Communicable%2FNon-Communicable%20Diseases	 
Comparatives and Superlative Adjectives	video		4EN06	6EN09								4	8	en						video	https://looma.website/video?fn=Comparative_and_Superlative_Adjectives.mp4&fp=../content/videos/&dn=Comparative%20and%20Superlative%20adjectives	 
Comparatives and Superlative	video		4EN06	6EN09								4	8	en						video	https://looma.website/video?fn=Comparatives_and_superlatives.mp4&fp=../content/videos/&dn=Comparatives%20and%20superlatives	 
Count Numbers 1 to 5	video		1M04									1	2	en					video	video	https://looma.website/video?fn=Count_Numbers_1_to_5.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Count%20Numbers%201%20to%205	 
Countable and Uncountable nouns	video		4EN05											en						video	https://looma.website/video?fn=Countable_and_Uncountable_nouns.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Countable%20and%20Uncountable%20nouns	 
Counting 1 to 10	video		1M04									1	2	en					video	video	https://looma.website/video?fn=Counting_1_To_10.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Counting%201%20to%2010	 
Create a Collage	video		5H11											en						video	https://looma.website/video?fn=Create_a_Collage.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Create%20a%20Collage	 
CS Greeting	video		4EN01									1	5	en	Language	English	Contexts	Greeting		video	https://looma.website/video?fn=CS_Greeting_Amay_David.mp4&fp=..%2Fcontent%2FTeacher%20Tools%2FStudent%20Skills%2FConversation%20Skills%2F&dn=CS%20Greeting	 
CS Introducing Self	video		4EN01	4EN15	6EN01							1	5	en						video	https://looma.website/video?fn=CS_Introducing_Self_Reena_Siraj.mp4&fp=..%2Fcontent%2FTeacher%20Tools%2FStudent%20Skills%2FConversation%20Skills%2F&dn=CS%20Introducing%20Self	 
Difference between so and because	video		4EN11	6EN06								4	7	en						video	https://looma.website/video?fn=Difference_between_So_and_Because.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Difference%20between%20So%20and%20Because	 
Being a Female Tabla Player	video		5H12											en						video	https://looma.website/video?fn=Different_Beats_Being_a_Female_Tabla_Player.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Being%20a%20Female%20Tabla%20Player	 
Example solving x/3= 14	video		5M16											en						video	https://looma.website/video?fn=DqeMQHomwAU.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Falgebra%2Fvideos%2F&dn=Example%20solving%20x%2F3%20%3D14	 
Using a protractor	video		5M01									5	8	en	Mathematics	Geometry	Shapes 	Angles		video	https://looma.website/video?fn=dw41PMWek6U.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Fgeometry%2Fvideos%2F&dn=Using%20a%20protractor	 
Easy Exercises For Kids 	video		4H07	4H06	5H06							3	5	en						video	https://looma.website/video?fn=Easy_Exercises_For_Kids.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Easy%20Exercises%20For%20Kids	 
Fractions with Like Denominators	video		5M05									4	6	en						video	https://looma.website/video?fn=EJjnEau6aeI.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Fractions%20with%20Like%20Denominators	 
In Inside Into Within	video		4EN01									4	6	en						video	https://looma.website/video?fn=English_Prepositions_In_Inside_Into_Within.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=In%20Inside%20Into%20Within	 
English vocabulary 1A	video		1EN02.72									1	2	en					video	video	https://looma.website/video?fn=EnglishVV1A.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=English%20vocabulary%201A	 
English vocabulary 1B	video		1EN01.03									1	1	en					video	video	https://looma.website/video?fn=EnglishVV1B.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=English%20vocabulary%201B	 
English vocabulary 1B	video		1EN02.72									1	2	en					video	video	https://looma.website/video?fn=EnglishVV1B.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=English%20vocabulary%201B	 
English vocabulary 1C	video		1EN01.05									1	1	en					video	video	https://looma.website/video?fn=EnglishVV1C.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=English%20vocabulary%201C	 
English vocabulary 1C	video		1EN02.72									1	2	en					video	video	https://looma.website/video?fn=EnglishVV1C.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=English%20vocabulary%201C	 
Subtracting Decimals	video		5M06									4	7	en						video	https://looma.website/video?fn=Eq4mVCd-yyo.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Subtracting%20Decimals	 
Adding decimals example 2	video		5M06									4	7	en						video	https://looma.website/video?fn=ErHFQUhZ94I.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Adding%20decimals%20example%202	 
Exercise Video 1	video		4H06	5H06								3	5	both						video	https://looma.website/video?fn=Exercise_1.mov&fp=..%2Fcontent%2Fvideos%2F&dn=Exercise%20Video%201	 
Exercise Video 2	video		4H06	5H06								3	5	both						video	https://looma.website/video?fn=Exercise_2.mov&fp=..%2Fcontent%2Fvideos%2F&dn=Exercise%20Video%202	 
First Aid for a Burn	video		4H05											 np						video	https://looma.website/video?fn=First_Aid_For_A_Burn.mp4&fp=../content/videos/&dn=First%20Aid%20for%20a%20Burn	 
Fractions Decimals Percents	video		5M06	5M07								4	7	en						video	https://looma.website/video?fn=Fractions_Decimals_Percents.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Fractions%20Decimals%20Percents	 
Converting fractions to decimals	video		5M06									4	7	en						video	https://looma.website/video?fn=Gn2pdkvdbGQ.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=Converting%20fractions%20to%20decimals	 
How long is this lizard?	video		5M05									5	8	en						video	https://looma.website/video?fn=gPbN26bYyN8.mp4&fp=..%2Fcontent%2FKhan%2Fmath%2Farithmetic%2Fvideos%2F&dn=How%20long%20is%20this%20lizard%3F	 
Halt Demonstration	video		4H06									3	6	both						video	https://looma.website/video?fn=Halt.MOV&fp=..%2Fcontent%2Fvideos%2F&dn=Halt%20Demonstration	 
Hop Skip Jump	video		4H07	5H07								3	5	both						video	https://looma.website/video?fn=Hop_Skip_Jump.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Hop%20Skip%20Jump	 
How Many or How Much?	video		4EN05	6EN14										en						video	https://looma.website/video?fn=How_Many_or_How_Much.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=How%20Many%20or%20How%20Much	 
Correct Running Form	video		4H07											en						video	https://looma.website/video?fn=How_to_correct_running_form.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Correct%20Running%20Form	 
How to use CAPITAL LETTERS Correctly 	video		4EN01	6EN01										en						video	https://looma.website/video?fn=How_to_use_CAPITAL_LETTERS_Correctly.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=How%20to%20use%20CAPITAL%20LETTERS%20Correctly	 
How to Use Prepositions	video		4EN07	4EN09	6EN11									en						video	https://looma.website/video?fn=How20to20Use20Prepositions-16x9-mp4-1200k_qZlnPsm.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=How%20to%20Use%20Prepositions	 
Increase Your Long Jump	video		5H07											en						video	https://looma.website/video?fn=Increase_Your_Long_Jump.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Increase%20Your%20Long%20Jump	 
Intro To Addition	video		1M07	2M05.01	3M05.01							1	3	en					video	video	https://looma.website/video?fn=Intro_To_Addition.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Intro%20To%20Addition	 
Intro to Punctuation	video		4EN04	4EN05	4EN01	4EN07	4EN10	4EN08	4EN13	6EN15				en						video	https://looma.website/video?fn=Intro_to_Punctuation_for_Kids.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Intro%20to%20Punctuation	 
Introduction to singular and plural nouns	video		4EN05											en						video	https://looma.website/video?fn=Introduction_to_singular_and_plural_nouns.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Introduction%20to%20singular%20and%20plural%20nouns	 
Japanese Marching Kids	video		4H06											both						video	https://looma.website/video?fn=Japanese_Marching_Kids.mp4&fp=..%2Fcontent%2Fvideos%2F&dn=Japanese%20Marching%20Kids	 
