_id	pn	len	npn	nlen	ft	dn	ndn	key1	key2	key3	key4
9SS05.08			116	2	chapter	Democratic conduct	लोकतान्त्रिक आचरण	Social Studies	History	Politics	Democracy
9SS05.09			118	2	chapter	Civil society	नागरिक समाज	Social Studies	History	Politics	Democracy
9SS05.10			120	3	chapter	Nation and nationality	राष्ट्र र राष्ट्रियता	Social Studies	History	Government	National
9SS06.00			123	1	chapter	Our earth	हाम्रो पृथ्वी	Social Studies	Geography	Other Geography	
9SS06.01			124	5	chapter	Latitude and longitude	अक्षांश र देशान्तर	Social Studies	Geography	Other Geography	
9SS06.02			129	4	chapter	Terrestrial form of Nepal	नेपालको धरातलीय स्वरूप	Social Studies	Geography	Landforms	
9SS06.03			133	3	chapter	Nepal's climate	नेपालको हावापानी	Social Studies	Geography	Asia	Nepal
9SS06.04			136	3	chapter	Natural vegetation	प्राकृतिक वनस्पति	Science	Earth	Earth History	Natural Resources
9SS06.05			139	4	chapter	Mineral and water resources in Nepal	नेपालमा खनिज र जलस्रोत	Science	Technology	Energy Sources	Hydroelectric
9SS06.06			143	5	chapter	Map work	नक्सा कार्य	Social Studies	Geography	Maps	
9SS06.07			148	5	chapter	Asia: Geographical and Natural Environment	एसिया : भौगोलिक र प्राकृतिक वातावरण	Social Studies	Geography	Asia	
9SS06.08			153	4	chapter	Asia: Economic activity and social life	एसिया : आर्थिक किर्याकलाप र सामाजिक जीवन	Social Studies	Geography	Asia	
9SS06.09			157	4	chapter	Europe: Geographical and Natural Environment	युरोप: भौगोलिक तथा प्राकृतिक वातावरण	Social Studies	Geography	Europe	
9SS06.10			161	2	chapter	Europe: Economic and social life	युरोप : आर्थिक र सामाजिक जनजीवन	Social Studies	Geography	Europe	
9SS06.11			163	4	chapter	Australia: Geographical and Natural Environment	अस्ट्रेलिया : भौगोलिक र प्राकृतिक वातावरण	Social Studies	Geography	Oceania	Australia
9SS06.12			167	3	chapter	Australia: Economic activity and social life	अस्ट्रेलिया : आर्थिक क्रियाकलाप र सामाजिक जीवन	Social Studies	Geography	Oceania	Australia
9SS06.13			170	4	chapter	Disaster	विपत्	Science	Earth	Natural Disasters	Other Natural Disasters
9SS07.00			174	1	chapter	Our past	हाम्रो विगत	Social Studies	History	Ancient	Other Ancient
9SS07.01			175	4	chapter	Historical sources	ऐतिहासिक स्रोत	Social Studies	History	Ancient	Other Ancient
9SS07.02			179	3	chapter	Shakyavanshiya history	शाक्यवंशीय इतिहास	Social Studies	History	Nepal	Government
9SS07.03			182	6	chapter	Integration of Nepal: Cause and effect	नेपालको एकीकरण : कारण र प्रभाव	Social Studies	History	Nepal	Government
9SS07.04			188	3	chapter	Nepal-British War: Causes and Influences	नेपाल अङ्ग्रेज युद्ध : कारण र प्रभाव	Social Studies	History	Nepal	Government
9SS07.05			191	4	chapter	Contribution of heroes in Nepal-British war	नेपाल अङ्ग्रेज युद्धमा वीरवीरङ्गानाहरूको योगदान	Social Studies	History	Nepal	Government
9SS07.06			195	5	chapter	Due to the rise and fall of Rana rule	राणा शासनको उदय र अन्त्यका कारण	Social Studies	History	Nepal	Government
9SS07.07			200	2	chapter	Economic and social impact of Rana rule	राणाशासनको आर्थिक सामाजिक प्रभाव	Social Studies	History	Nepal	Government
9SS08.00			202	1	chapter	Our economic activities	हाम्रा आर्थिक क्रियाकलाप	Social Studies	Economy	Business	Currency & Money
9SS08.01			203	3	chapter	Agriculture	कृषि	Social Studies	Economy	Agriculture	Farming
9SS08.02			206	3	chapter	Traditional and modern agricultural system	परम्परागत र आधुनिक कृषि प्रणाली	Social Studies	Economy	Agriculture	Farming
9SS08.03			209	5	chapter	Industry	उद्योग	Social Studies	Economy	Business	Economics
9SS08.04			214	4	chapter	Business	व्यापार	Social Studies	Economy	Business	Market
9SS08.05			218	3	chapter	Trade diversification and marketing in Nepal	नेपालमा व्यापार विविधीकरण र बजारीकरण	Social Studies	Economy	Business	Studies
9SS08.06			221	3	chapter	"Labor, employment and entrepreneurship"	"श्रम, रोजगार र उद्यमशीलता"	Social Studies	Economy	Occupations	Other Occupations
9SS09.00			224	1	chapter	"International relations, peace and cooperation"	"अन्तर्राष्ट्रिय सम्बन्ध, शान्ति र सहयोग"	Social Studies	History	Nepal	International Relations
9SS09.01			225	4	chapter	Friends and organizations of Nepal	नेपालका मित्र राष्ट्र र संस्था	Social Studies	History	Nepal	International Relations
9SS09.02			229	2	chapter	United Nations and Nepal	संयुक्त राष्ट्र सङ्घ र नेपाल	Social Studies	History	Nepal	International Relations
9SS09.03			231	2	chapter	Regional organizations and Nepal	क्षेत्रीय सङ्गठन र नेपाल	Social Studies	History	Nepal	Other Nepal
9SS09.04			233	6	chapter	Information and communication technology	सूचना तथा सञ्चार प्रविधि	Science	IT	Information	
9SS09.05			239	3	chapter	Contemporary events and their effects	समसामयिक घटना र यसको प्रभाव	Social Studies	History	Nepal	Conflicts
9SS10.00			242	1	chapter	Population and its management	जनसङ्ख्या र यसको व्यवस्थापन	Social Studies	Economy	Other Economy	Population
9SS10.01			243	2	chapter	Demographic element	जनसाङ्ख्यिक तत्व	Social Studies	Economy	Other Economy	Population
9SS10.02			245	3	chapter	Factors influencing population change in Nepal	नेपालमा जनसङ्ख्या परिवर्तनमा प्रभाव पार्ने तत्व	Social Studies	Economy	Other Economy	Population
9SS10.03			248	2	chapter	Causes and effects of migration to Nepal	नेपालमा बसाइँसराइका कारण र असर	Social Studies	Economy	Other Economy	Population
9SS10.04			250	3	chapter	Causes and effects of population growth	जनसङ्ख्या वृद्धिका कारण र असर	Social Studies	Economy	Other Economy	Population
9SS10.05			253	2	chapter	Population management	जनसङ्ख्या व्यवस्थापन	Social Studies	Economy	Other Economy	Population
9SS10.06			255	3	chapter	Family health and care	पारिवारिक स्वास्थ्य र हेरचाल	Science	Medicine	Healthy Living	Other Healthy Living
10SS01.00			8	1	section	We and Our Society	हामी र हाम्रो समाज				
10SS01.01			8	5	chapter	Human Resource Development	मानव संसाधन विकास	Social Studies	Community	Education	Humanities
10SS01.02			13	3	chapter	Human Development Index and Nepal	मानव विकास सूचकाङ्‌क र नेपाल	Social Studies	Community	Education	Humanities
10SS01.03			16	3	chapter	The Basis of Regional Development and Federalism	क्षेत्रीय विकासको अवधारणा र सङ्‌घीयता	Social Studies	Community	Government	Local
10SS01.04			19	5	chapter	The Provinces of Nepal	नेपालका प्रदेशहरू	Social Studies	Community	Government	Local
10SS02.00			24	1	section	Development and Its Infrastructure	विकास र विकासका पुर्वाधारहरू				
10SS02.01			24	3	chapter	Sustainable Development	दिगो विकास	Social Studies	Economy	Other Economy	Sustainable Development
10SS02.02			27	3	chapter	Development Projects Run in Nepal	नेपालमा सञ्‍चालित विकास आयोजनाहरू	Social Studies	Community	Social Organization	Solutions
10SS02.03			30	4	chapter	Prerequisites for Development: Skilled Manpower and Employment	विकासका पूर्वाधार : दक्ष जनशक्ति र रोजगार	Social Studies	Community	Social Organization	Work
10SS02.04			34	4	chapter	Contemporary Development Goals and Nepal	समकालीन विकास लक्ष्य र नेपाल	Social Studies	Community	Social Organization	Work
10SS02.05			38	3	chapter	Generating Development Proposals at the Local Level	स्थानीय तहमा विकास प्रस्ताव तर्जुमा	Social Studies	Community	Social Organization	Solutions
10SS03.00			41	1	section	Recognition of Our Social Values	हाम्रा सामाजिक मूल्य मान्यता				
10SS03.01			41	4	chapter	Our National Heritage	हाम्रा राष्‍ट्रिय सम्पदा	Social Studies	History	Nepal	History
10SS03.02			45	2	chapter	Folk Songs of Nepal	नेपालका लोकगीत	Social Studies	Arts	Music	Other Music
10SS03.03			47	4	chapter	Nepalese Musical Instruments	नेपाली लोकबाजा	Social Studies	Arts	Musical Instruments	
10SS03.04			51	3	chapter	Our Folk and Classical Dance	हाम्रा लोक तथा शास्‍‌त्रीय नृत्य	Social Studies	Arts	Dance	Folk Dance
10SS03.05			54	2	chapter	Our National Holidays	हाम्रा राष्‍ट्रिय दिवसहरू	Social Studies	History	Nepal	Events
10SS03.06			56	3	chapter	International Personality	अन्तर्राष्‍ट्रिय व्यक्तित्व	Social Studies	History	Nepal	Famous Persons
10SS03.07			59	2	chapter	Cosmopolitanism	विश्‍वबन्धुत्व	Social Studies	Community	People	
10SS03.08			61	2	chapter	Responsibility for Senior Citizens	ज्येष्‍ठ नागरिकप्रतिको दायित्त्व	Social Studies	Community	People	
10SS04.00			63	1	section	Social Problems and Solutions	सामाजिक समस्या र समाधान				
10SS04.01			63	4	chapter	Human Trafficking as a Social Problem	सामाजिक समस्याका रूपमा मानव बेचबिखन	Social Studies	Issues	Human Rights	
10SS04.02			67	2	chapter	Domestic Violence and Untouchability	घरेलु हिंसा र छुवाछुत	Social Studies	Issues	Human Rights	
10SS04.03			69	3	chapter	Some Wrong Practices	केही गलत प्रथाहरू	Social Studies	Issues	Other Issues	
10SS04.04			72	2	chapter	The Role Played by International Organizations in Solving Social Problems	सामाजिक समस्या समाधानमा अन्तर्राष्‍ट्रिय संस्थाहरूले खेलेको भूमिका	Social Studies	History	Nepal	International Relations
10SS04.05			74	3	chapter	Some Other International Organizations	अन्य केही अन्तर्राष्‍ट्रिय संस्थाहरू	Social Studies	History	Nepal	International Relations
10SS04.06			77	2	chapter	Social Problem Recognition and Problem Solving Skills	सामाजिक समस्याको पहिचान र समस्या समाधानको सिप	Social Studies	Issues	Solutions	
10SS05.00			79	1	section	Civic Awareness	नागरिक चेतना				
10SS05.01			79	3	chapter	Legislature	व्यवस्थापिका	Social Studies	Community	Government	National
10SS05.02			82	3	chapter	Workforce	कार्य पालिका	Social Studies	Community	Government	Local
10SS05.03			85	3	chapter	Court of Justice	न्याय पालिका	Social Studies	Community	Government	National
10SS05.04			88	3	chapter	Constitutional Body	संवैधानिक निकाय	Social Studies	Community	Government	National
10SS05.05			91	2	chapter	Other Constitutional Commissions	अन्य संवैधानिक आयोगहरू	Social Studies	Community	Government	National
10SS05.06			93	3	chapter	Political Parties	राजनीतिक दलहरू	Social Studies	Community	Government	Other Government
10SS05.07			96	2	chapter	Electoral Process	निर्वाचन प्रक्रिया	Social Studies	Community	Government	National
10SS05.08			98	2	chapter	Citizens' Role in Elections	निर्वाचनमा नागरिकको भूमिका	Social Studies	Community	Government	Local
10SS05.09			100	4	chapter	Human Rights and National and International Organizations	मानव अधिकार र राष्‍ट्रिय तथा अन्तर्राष्‍ट्रिय निकायहरू	Social Studies	Issues	Human Rights	
10SS05.10			104	3	chapter	Rights Regarding Women and Tribals	महिला र आदिवासी तथा जनजाति सम्बन्धी अधिकार	Social Studies	Issues	Human Rights	Girls & Women
10SS05.11			107	3	chapter	Civic Identity and Citizenship	नागरिक पहिचान र नागरिकता	Social Studies	Issues	Civil Rights	Other Civil Rights
10SS06.00			110	1	section	Our Earth	हाम्रो पृथ्वी	Social Studies			
10SS06.01			110	4	chapter	The Type of Climate of the World and its Factors	विश्‍वका हावापानीका प्रकार र यसमा प्रभाव पार्ने तत्वहरू	Social Studies	Geography	Other Geography	
10SS06.02			114	3	chapter	Tropical Region	उष्ण प्रदेश	Social Studies	Geography	Landforms	
10SS06.03			117	2	chapter	Tropical Regional Life	उष्ण प्रादेशिक जनजीवन	Social Studies	Geography	Landforms	
10SS06.04			119	2	chapter	Temperate Regions	समशीतोष्ण प्रदेश	Social Studies	Geography	Landforms	
10SS06.05			121	2	chapter	Temperate Regional Life	समशीतोष्ण प्रादेशिक जनजीवन	Social Studies	Geography	Landforms	
10SS06.06			123	2	chapter	Cold Territory	शीत प्रदेश	Social Studies	Geography	Other Geography	
10SS06.07			125	2	chapter	Activities in Cold Regions	शीत प्रदेशका गतिविधिहरू	Social Studies	Community	Everyday Life	Other Everyday Life
10SS06.08			127	2	chapter	Flora and Fauna in the World	विश्‍वमा वनस्पति र जीवजन्तुहरू	Social Studies	Geography	Other Geography	
10SS06.09			129	2	chapter	Climate and Terrestrial Diversity:  Impact on People's Lives in the World	हावापानी र धरातलीय विविधताबाट विश्‍वको जन जीवनमा पर्ने प्रभाव	Social Studies	Geography	Landforms	
10SS06.10			131	3	chapter	North America	उत्तर अमेरिका	Social Studies	Geography	North America	
10SS06.11			134	2	chapter	Social and Economic Activity of North America	उत्तर अमेरिकाको सामाजिक र आर्थिक क्रियाकलाप	Social Studies	Geography	North America	
10SS06.12			136	2	chapter	South America	दक्षिण अमेरिका	Social Studies	Geography	South America	
10SS06.13			138	2	chapter	Social and Economic Activity of the Continental South America	दक्षिण अमेरिका महादेशको सामाजिक तथा आर्थिक क्रियाकलाप	Social Studies	Geography	South America	
10SS06.14			140	2	chapter	Africa	अफ्रिका	Social Studies	Geography	Africa	
10SS06.15			142	2	chapter	Social and Economic Activity of the Continent of Africa	अफ्रिका महादेशको सामाजिक र आर्थिक क्रियाकलाप	Social Studies	Geography	Africa	
10SS06.16			144	2	chapter	"North America, South America and Africa and Nepal"	"उत्तर अमेरिका, दक्षिण अमेरिका तथा अफ्रिका र नेपाल"	Social Studies	History	Nepal	International Relations
10SS06.17			146	3	chapter	Natural Disasters: Earthquakes and Tsunamis	प्राकृतिक प्रकोप : भूकम्प र सुनामी	Social Studies	Geography	Landforms	
10SS06.18			149	3	chapter	Various Ways of Drawing and Applying Practical Map Techniques	नक्सा उतार्ने विभिन्‍न तरिका र आधुनिक व्यावहारिक नक्सा प्रविधिहरू	Social Studies	Geography	Maps	
10SS06.19			152	2	chapter	Map Work	नक्सा काय	Social Studies	Geography	Maps	
10SS07.00			154	1	section	Our Past	हाम्रो विगत	Social Studies			
10SS07.01			154	4	chapter	The Twentieth Year Revolution and the Delhi Treaty	२००७ सालको क्रान्ति र दिल्ली सम्भौता	Social Studies	History	Other Countries	
10SS07.02			158	3	chapter	A Decade of Political Bigotry	प्रजातान्त्रिक राजनीतिको एक दशक (२००७-२०१७)	Social Studies	History	Nepal	Events
10SS07.03			161	3	chapter	The Abduction of Democracy and the Ban on Political Parties	प्रजातन्‍‌त्र को अपहरण र राजनीतिक दलहरूमाथि प्रतिबन्ध	Social Studies	History	Nepal	Conflicts
10SS07.04			164	3	chapter	Political Events from ?? until Now	वि.सं. २०१७ देखि वि.सं. २०४६ सम्मका राजनीतिक घटनाहरू	Social Studies	History	Nepal	Events
10SS07.05			167	3	chapter	The Rise and End of the Panchayat System	पञ्‍चायती व्यवस्थाको उदय र अन्त्यका कारणहरू	Social Studies	History	Nepal	History
10SS07.06			170	3	chapter	Vs. The Political Situation from ?? to ??	वि.सं. २०४६ देखि २०६२ सम्मको राजनीतिक घटना क्रम	Social Studies	History	Nepal	Politics
10SS07.07			173	5	chapter	Vs. From ??  to the Present Political Order	वि.सं. २०६२/०६३ देखि हालसम्मका राजनीतिक घटना क्रम	Social Studies	History	Nepal	Politics
10SS07.08			178	2	chapter	The economic and social impact of the Second People's Movement	दोस्रो जन आन्दोलनपछि परेको आर्थिक तथा सामाजिक प्रभाव	Social Studies	History	Nepal	Conflicts
10SS07.09			180	5	chapter	The Origins of World War I	प्रथम विश्‍वयुद्धका कारणहरू	Social Studies	History	Wars	WWI
10SS07.10			185	3	chapter	The Results from World War I	प्रथम विश्‍वयुद्धका परिणामहरू	Social Studies	History	Wars	WWI
10SS07.11			188	4	chapter	The Origins of World War II	दोस्रो विश्‍वयुद्ध र यसका कारणहरू	Social Studies	History	Wars	WWII
10SS07.12			192	3	chapter	World War II Results and Nepal's Role	द्वितीय विश्‍वयुद्धका परिणामहरू र नेपालको भूमिका	Social Studies	History	Wars	WWII
10SS07.13			195	3	chapter	"Discovery, Identification, and Preservation of Historic Sites and Monuments"	"ऐतिहासिक स्थल एवम्‌ स्मारकहरूको खोजी, पहिचान, संरक्षण र संवर्धन"	Social Studies	History	Archaeology	Other Archaeology
10SS08.00			198	1	section	Economic Activity	आर्थिक क्रियाकलाप	Social Studies			
10SS08.01			198	4	chapter	Current Plan	चालु योजना	Social Studies	Economy	Other Economy	Sustainable Development
10SS08.02			202	4	chapter	Potential and Importance of Tourism	"पर्यटन उद्योग, महत्त्व र सम्भावना"	Social Studies	Economy	Tourism	
10SS08.03			206	3	chapter	Water is an Important Source of Energy	ऊर्जाको महत्त्वपुर्ण स्रोत जलस्रोत	Social Studies	Economy	Other Economy	Sustainable Development
10SS08.04			209	3	chapter	Foreign Employment in Nepal	नेपालमा वैदशिक रोजगारी	Social Studies	Economy	Occupations	Service
10SS08.05			212	3	chapter	The Cooperative and its Economic Importance	सहकारी र यसको आर्थिक महत्त्व	Social Studies	Economy	Finance	Interest
10SS08.06			215	4	chapter	Financial Education	वित्तीय शिक्षा	Social Studies	Community	Education	Other Education
10SS08.07			219	3	chapter	Financial Instruments	वित्तीय उपकरणहरू	Social Studies	Economy	Finance	Interest
10SS08.08			222	3	chapter	Insurance	बिमा	Social Studies	Economy	Occupations	Service
10SS08.09			225	3	chapter	Revenue and Tax Liability	राजस्व र कर असुली	Social Studies	Economy	Other Economy	Local Products
10SS08.10			228	3	chapter	Consumer Rights	उपभोक्ता अधिकार	Social Studies	Economy	Business	Economics
10SS09.00			231	0	section	Our International Relations and Support	हाम्रो अन्तर्राष्‍ट्रिय सम्बन्ध र सहयोग	Social Studies			
10SS09.01			231	4	chapter	The United Nations and its Agencies	संयुक्त राष्‍ट्र सङ्‌घ र अङ्‌गहरू	Social Studies	History	Nepal	International Relations
10SS09.02			235	4	chapter	Specialized Institutions of the United Nations	संयुक्त राष्‍ट्र सङ्‌घका विशिष्‍टीकृत संस्थाहरू	Social Studies	History	Nepal	International Relations
10SS09.03			239	2	chapter	Nepal's Role in the United Nations	संयुक्त राष्‍ट्र सङ्‌घमा नेपालको भूमिका	Social Studies	History	Nepal	International Relations
10SS09.04			241	3	chapter	The Activities of the United Nations in Nepal	नेपालमा संयुक्त राष्‍ट्र सङ्‌घका गतिविधिहरू	Social Studies	History	Nepal	International Relations
10SS09.05			244	3	chapter	Modernization and its Effects	समसामयिक घटना र तिनको प्रभाव	Social Studies	History	Nepal	Events
10SS09.06			247	3	chapter	Universal Tax and Local tax	विश्‍वव्यापीकरण र स्थानीयकरण	Social Studies	Economy	Other Economy	Local Products
11SS01.00			5	0	section	The concept of social and life-sustaining education	सामाजिक तथा जीवनोपयोगी शिक्षाको अवधारणा	Social Studies	Community	Education	Other Education
11SS01.01			5	5	chapter	Social studies and lifelong learning	सामाजिक अध्ययन तथा जीवनोपयोगी शिक्षा	Social Studies	Other Social Studies		
11SS01.02			10	3	chapter	"The interrelationship of social studies, social studies and social sciences"	"सामाजिक अध्ययन, सामाजिक शिक्षा र सामाजिक विज्ञानको अन्तरसम्बन्ध"	Social Studies	Other Social Studies		
11SS01.03			13	2	chapter	The concept of social studies skills and life skills	सामाजिक अध्ययनका सिप र जीवनोपयोगी सिपको अवधारणा	Social Studies	Other Social Studies		
11SS02.00			15	0	section	Digital skills and general research skills as vital skills	जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू	Social Studies	Community	Education	Other Education
11SS02.01			15	5	chapter	Digital literacy	डिजिटल साक्षरता	Social Studies	Community	Education	Other Education
11SS02.02			20	5	chapter	Use of communication applications	सञ्‍चार एप्लिकेसनहरूको प्रयोग	Social Studies	Community	Everyday Life	Communication
11SS02.03			25	3	chapter	Online payment	अनलाइन भुक्तानी	Social Studies	Economy	Occupations	Service
11SS02.04			28	2	chapter	Search and use information and study materials from the Internet	इन्टरनेटबाट सूचना तथा अध्ययन सामग्रीको खोजी र प्रयोग	Social Studies	Community	Education	Other Education
11SS02.05			30	4	chapter	Responsive use of internet and social media	इन्टरनेट र सामाजिक सञ्‍जालको उत्तरदायी प्रयोग	Social Studies	Community	Education	Other Education
11SS03.00			34	0	section	Vital sip	जीवनोपयोगी सिप	Social Studies	Community	Education	Other Education
11SS03.01			34	5	chapter	Decision making process	निर्णय प्रक्रिया	Social Studies	Community	People	
11SS03.02			39	4	chapter	Problem solving	समस्या समाधान	Social Studies	Community	Everyday Life	Communication
11SS03.03			43	5	chapter	Communication	सञ्‍चार	Social Studies	Community	Everyday Life	Communication
11SS03.04			48	4	chapter	Stress management	तनाव व्यवस्थापन	Social Studies	Community	Psychology	Self
11SS03.05			52	7	chapter	Interpersonal skills	अन्तरवैयक्तिक सिपहरू	Social Studies	Community	Education	Testing
11SS04.00			59	0	section	Emergence and development of human and society	मानव तथा समाजको उद्‌भव र विकास	Social Studies	Community	Education	Humanities
11SS04.01			59	3	chapter	The biological origin and evolution of human beings	मानवको जैविकीय उत्पत्ति र विकासक्रम	Social Studies	Community	Education	Humanities
11SS04.02			62	5	chapter	In the evolution of human society	मानव समाजको विकासक्रम	Social Studies	Community	Education	Humanities
11SS04.03			67	3	chapter	The beginning and development of the agricultural age	कृषि युगको सुरुआत र विकास	Social Studies	Economy	Agriculture	
11SS04.04			70	3	chapter	The capitalist era and the industrial world	पुँजीवादी युग र औद्योगिक विश्‍व	Social Studies	Economy	Business	Market
11SS04.05			73	6	chapter	Current world environment and social behavior	वर्तमान विश्‍व परिवेश र सामाजिक व्यवहार	Social Studies	Other Social Studies		
11SS05.00			79	0	section	Geography and social relations	भूगोल र सामाजिक सम्बन्ध	Social Studies	Geography	Other Geography	
11SS05.01			79	3	chapter	Nepal in the world	विश्‍वमा नेपाल	Social Studies	Geography	Asia	Nepal
11SS05.02			82	3	chapter	Human and environment	मानव र वातावरण	Social Studies	Community	Education	Humanities
11SS05.03			85	8	chapter	The world's geographical diversity and people's lives	विश्‍वका भौगोलिक विविधता र जनजीवन	Social Studies	Geography	People	
11SS05.04			93	3	chapter	Environmental areas of Nepal	नेपालका पर्यावरणीय क्षेत्रहरू	Social Studies	Geography	Landforms	
11SS06.00			96	0	section	World history	विश्‍वको इतिहास	Social Studies	History	World	
11SS06.01			96	3	chapter	Writing and basic trends in world history	विश्‍व इतिहासको लेखन र मूल प्रवृत्ति	Social Studies	History	Ancient	
11SS06.02			99	4	chapter	The economic rise and contraction of medieval Asia	मध्यकालीन एसियाको आर्थिक उदय र सङ्कुचन	Social Studies	History	Ancient	Other Ancient History
11SS06.03			103	4	chapter	Industrial development	औद्योगिक क्रान्ति	Social Studies	Economy	Business	Economics
11SS06.04			107	2	chapter	Democracy	लोकतन्‍‌त्र	Social Studies	Community	Government	Democracy
11SS07.00			109	0	section	"Social identity, diversity and class division"	"सामाजिक पहिचान, विविधता र वर्ग विभाजन"	Social Studies	Community	Everyday Life	Diversity
11SS07.01			109	3	chapter	Caste system in Nepal	नेपालमा जातप्रथा	Social Studies	Community	Everyday Life	Diversity
11SS07.02			112	5	chapter	Dalit question	दलित सवाल	Social Studies	Issues	Human Rights	Caste
11SS07.03			117	2	chapter	"Caste, tribe"	"जाति, जनजाति"	Social Studies	Community	Everyday Life	Diversity
11SS07.04			119	2	chapter	Multiculturalism and social cohesion	बहुसांस्कृतिकता र सामाजिक एकता	Social Studies	Community	Everyday Life	Diversity
11SS08.00			121	0	section	Constitution and civic awareness	संविधान र नागरिक सचेतना	Social Studies	Issues	Civil Rights	Other Civil Rights
11SS08.01			121	2	chapter	Nepal's constitution past and present	नेपालको संविधान विगत र वर्तमान	Social Studies	History	Nepal	Politics
11SS08.02			123	3	chapter	"Political, legal, economic and cultural features of the current constitution"	"वर्तमान संविधानको राजनीतिक, कानुनी, आर्थिक र सांस्कृतिक विशेषता"	Social Studies	Community	Government	Current Affairs
11SS08.03			126	3	chapter	Electoral system in Nepal	नेपालमा निर्वाचन प्रणाली	Social Studies	Economy	People	
11SS08.04			129	3	chapter	"Nation, nationality and national security"	"राष्‍ट्र, राष्‍ट्रियता र राष्‍ट्रिय सुरक्षा"	Social Studies	Community	Government	National
11SS09.00			132	0	section	"Settlement, population and development"	"बस्ती, जनसङ्ख्या र विकास"	Social Studies	Community	People	
11SS09.01			132	4	chapter	Human settlement	मानव बस्ती	Social Studies	Community	People	
11SS09.02			136	4	chapter	Settlement development	बस्ती विकास	Social Studies	Community	People	
11SS09.03			140	4	chapter	Population and development	जनसङ्ख्या र विकास	Social Studies	Economy	Other Economy	Population
11SS09.04			144	4	chapter	Consolidation of age structure and use of demographic dividend	उमेर संरचनाको सङ्क्रमण र जनसाङ्ख्यिक लाभांशको उपयोग	Social Studies	Economy	Other Economy	Population
11SS09.05			148	4	chapter	Population management	जनसङ्ख्या व्यवस्थापन	Social Studies	Economy	Other Economy	Population
11SS10.00			152	0	section	Economy and development	अर्थतन्‍‌त्र र विकास	Social Studies	Economy	People	
11SS10.01			152	5	chapter	Basics and characteristics of Nepal's economy	नेपालको अर्थतन्‍‌त्रका आधार र विशेषताहरू	Social Studies	Economy	People	
11SS10.02			157	5	chapter	"Public, private and cooperative sectors"	"सार्वजनिक, निजी तथा सहकारी क्षेत्र"	Social Studies	Economy	Business	Studies
11SS10.03			162	3	chapter	Remittances and the Nepalese economy	विप्रेषण र नेपाली अर्थतन्‍‌त्र	Social Studies	Economy	Occupations	Other Occupations
11SS10.04			165	3	chapter	"Local, formal and informal business"	"स्थानीय, औपचारिक र अनौपचारिक कारोबार"	Social Studies	Economy	Business	Companies
11SS10.05			168	3	chapter	"Agriculture, industry and construction"	"कृषि, उद्योग र निर्माण"	Social Studies	Economy	Agriculture	Other Agriculture
11SS10.06			171	4	chapter	"Labor force, employment and entrepreneurship in Nepal"	"नेपालमा श्रमशक्ति, रोजगारी र उद्यमशीलता"	Social Studies	Economy	Business	Market
11SS10.07			175	3	chapter	Government finance	सरकारी वित्त	Social Studies	Economy	Finance	
11SS11.00			178	0	section	Healthcare and social development	स्वास्थ्य सेवा र सामाजिक विकास	Social Studies	Community	Social Organization	Health Care
11SS11.01			178	3	chapter	Health care in Nepal	नेपालमा स्वास्थ्य सेवा	Social Studies	Community	Social Organization	Health Care
11SS11.02			181	4	chapter	Modern and traditional health care system	आधुनिक र परम्परागत स्वास्थ्य सेवा पद्धति	Social Studies	Community	Social Organization	Health Care
11SS11.03			185	4	chapter	Healthy lifestyle and social life	स्वस्थ जीवनशैली र सामाजिक जीवन	Social Studies	Community	Everyday Life	Other Everyday Life
11SS11.04			189	3	chapter	Adolescence and a healthy lifestyle	किशोरावस्था र स्वास्थ्य जीवनशैली	Social Studies	Community	People	
11SS11.05			192	9	chapter	Yoga and meditation	योग तथा ध्यान	Social Studies	Community	Sports	Yoga
11SS11.06			201	4	chapter	Healthy lifestyle and our diary	स्वस्थ जीवनशैली र हाम्रो दैनिकी	Social Studies	Community	People	
11SS11.07			205	4	chapter	Thrifty lifestyle and financial management	मितव्ययी जीवनशैली र आर्थिक व्यावस्थापन	Social Studies	Economy	Finance	Interest
12SS01.00			1	0	section	Unit 1: The concept of social and life-sustaining education	एकाइ १: सामाजिक तथा जीवनोपयोगी शिक्षाको अवधारणा				
12SS01.01			1	4	chapter	The interrelationship between social studies and lifelong learning	सामाजिक अध्ययन तथा जीवनोपयोगी शिक्षाको अन्तरसम्बन्ध	Social Studies	Community	Education	
12SS01.02			5	5	chapter	"Lifelong learning, life skills and healthy lifestyle Interrelationships"	"जीवनोपयोगी शिक्षा, जीवनोपयोगी सिप र स्वस्थ जीवनशैलीबिचको अन्तरसम्बन्ध"	Social Studies	Community	Education	
12SS02.00			10	0	section	Unit 2: Digital skills and general research skills as vital skills	एकाइ २: जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू				
12SS02.01			10	4	chapter	Digital skills and general research skills as vital skills	जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू	Social Studies	Community	People	
12SS02.02			14	3	chapter	Correlation and causation in social studies: The concept of relationship	सामाजिक अध्ययनमा सहसम्बन्ध तथा कार्यकारण सम्बन्धको अवधारणा	Social Studies	Community	People	
12SS02.03			17	3	chapter	Structure of the study preamble	अध्ययन प्रस्तावनाको संरचना	Social Studies	Community	People	
